oznam_title,contracting_authority_name,druh_postupu,druh_zakazky,druh_obstaravatela_clean,hlavna_cinnost_clean,main_cpv_code,cpv_others,deli_sa_casti,varianty,typ_obdobie,dlzka_zakazky_cleaned,kriteria_ponuk,el_aukcia,predch_uverejnen_zakazky,ziskanie_podkladov_deadline,ucast_deadline,published_on,bude_sa_opakovat_zakazka,eu_fondy,odoslanie_oznamenia,typ_ceny_oznamenia,estimatedpricecleaned,nazov_typu_oznamenia,miesto_prac_zakazky,estimatedprice_from_result,pocet_prijatych_ponuk,pocet_prijatych_el_ponuk,total_final_value_amount_clean,total_final_value_vat_included,total_final_value_vat_rate,total_final_value_amount_minus_vat,price_ratio,overpriced,druh_obstaravatela_clean_par
Dodávka tepla pre bytový dom,Mesto Kysucké Nové Mesto,výzva,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,65400000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),120,Najnižšia cena,Nie,"","",,2/7/2017 12:00:00 AM,"",Nie,2/6/2017 12:00:00 AM,Jedna hodnota,156884,výzva na predkladanie ponúk (služby),SK031,"",1,0,148565.38,"","","",0.946975982254405,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Inovácia procesu produkcie žiaruvzdorných hmôt,"Slovenské magnezitové závody, akciová spoločnosť, Jelšava, v skratke SMZ, a.s. Jelšava",výzva,Tovary,OSOBA PODĽA § 8 ODS. 2 ZÁKONA O VEREJNOM OBSTARÁVANÍ,VÝROBA ŽIARUVZDORNÝCH VÝROBKOV,42900000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Najnižšia cena,Nie,"","",,2/1/2017 12:00:00 AM,"",Áno,1/30/2017 12:00:00 AM,Jedna hodnota,1254573.33,výzva na predkladanie ponúk (tovary),SK032,"",3,,1085970,"","","",0.865609027413328,no,paragraf §8
Rekonstrukcia ulice Kukučínovej,Mesto Nováky,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45233140-2,"",Nie,Nie,v dňoch (od zadania zákazky),3.4,Najnižšia cena,Nie,"","",,2/1/2017 12:00:00 AM,"",Nie,1/30/2017 12:00:00 AM,Jedna hodnota,106764.29,výzva na predkladanie ponúk (stavebné práce),SK,"",3,0,86899.16,"","","",0.813934696704301,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Cesta okolo Tatier - Cyklochodník Liptovský Mikuláš - II.etapa,Mesto Liptovský Mikuláš,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45233162-2,"",Nie,Nie,v dňoch (od zadania zákazky),2.33333333333333,Najnižšia cena,Nie,"","",,2/3/2017 12:00:00 AM,"",Áno,2/2/2017 12:00:00 AM,Jedna hodnota,317526,výzva na predkladanie ponúk (stavebné práce),SK031,"",7,0,249287.1,"","","",0.785091929479791,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Odvoz a likvidácia kuchynského biologického odpadu 3,Univerzitná nemocnica Bratislava,výzva,Služby,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ZDRAVOTNÍCTVO,90510000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,"","",,2/2/2017 12:00:00 AM,"",Nie,1/31/2017 12:00:00 AM,Jedna hodnota,111636,výzva na predkladanie ponúk (služby),SK,"",3,0,75828.48,"","","",0.679247554552295,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Obecná kanalizácia a ČOV Tekovské Lužany- stavebný dozor,Obec Tekovské Lužany,výzva,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,71520000-9,"",Nie,Nie,v mesiacoch (od zadania zákazky),36,Najnižšia cena,Nie,"","",,2/8/2017 12:00:00 AM,"",Áno,2/7/2017 12:00:00 AM,Jedna hodnota,61783,výzva na predkladanie ponúk (služby),SK,"",10,0,21180,"","","",0.342812747843258,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Prístavba telocvične k ZŠ Bohdanovce nad Trnavou,Obec Bohdanovce nad Trnavou,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Najnižšia cena,Nie,"","",,2/7/2017 12:00:00 AM,"",Nie,2/6/2017 12:00:00 AM,Jedna hodnota,209352.24,výzva na predkladanie ponúk (stavebné práce),SK021,"",2,,241055.54,"","","",1.15143520795383,yes,REGIONÁLNY ALEBO MIESTNY ORGÁN
Modernizácia verejného osvetlenia obce Moravské Lieskové,Obec Moravské Lieskové,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45316100-6,"",Nie,Nie,v mesiacoch (od zadania zákazky),9,Najnižšia cena,Nie,"","",,2/9/2017 12:00:00 AM,"",Nie,2/8/2017 12:00:00 AM,Jedna hodnota,260000,výzva na predkladanie ponúk (stavebné práce),SK022,"",3,0,235827.53,"","","",0.907028961538462,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Modulový pavilón Materskej školy Giraltovce,Mesto Giraltovce,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45214100-1,"",Nie,Nie,v dňoch (od zadania zákazky),3,Najnižšia cena,Nie,"","",,2/13/2017 12:00:00 AM,"",Nie,2/10/2017 12:00:00 AM,Jedna hodnota,199554.57,výzva na predkladanie ponúk (stavebné práce),SK041,"",2,0,164538.53,"","","",0.824528999761819,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
AQUA KUBÍN – Dostavba saunového sveta,"AQUA KUBÍN, s.r.o.",výzva,Práce,§ 7 ODS.1 PÍSM.D),POSKYTOVANIE SLUŽIEB TÝKAJÚCICH SA TELESNEJ POHODY,45212000-6,"",Nie,Nie,v mesiacoch (od zadania zákazky),3,Najnižšia cena,Nie,"","",,2/15/2017 12:00:00 AM,"",Nie,2/13/2017 12:00:00 AM,Jedna hodnota,399861.36,výzva na predkladanie ponúk (stavebné práce),SK,"",2,0,397684.16,"","","",0.994555112802097,no,paragraf §7
"Predmier - Zariadenie opatrovateľskej služby, prístavba a stavebné úpravy",Obec Predmier,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,OBECNÁ SAMOSPRÁVA,45210000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Najnižšia cena,Nie,"","",,2/8/2017 12:00:00 AM,"",Nie,2/7/2017 12:00:00 AM,Jedna hodnota,199927.6,výzva na predkladanie ponúk (stavebné práce),SK031,"",12,12,153839.69,"","","",0.769477000674244,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Telocvičňa pri ZŠ a MŠ,Obec Lazany,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45212222-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),5,Najnižšia cena,Nie,"","",,2/23/2017 12:00:00 AM,"",Nie,2/21/2017 12:00:00 AM,Jedna hodnota,421505.76,výzva na predkladanie ponúk (stavebné práce),SK022,"",3,0,346445.09,"","","",0.82192255213784,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
"„Rekonštrukcia objektu MŠ- časť Kuchyňa  Bodvianská ul.,  821 07 Bratislava“",Mestská časť Bratislava - Vrakuňa,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v dňoch (od zadania zákazky),4,Najnižšia cena,Áno,"","",,2/24/2017 12:00:00 AM,"",Nie,2/22/2017 12:00:00 AM,Jedna hodnota,141629.3,výzva na predkladanie ponúk (stavebné práce),SK01,"",1,0,141616.23,"","","",0.999907716835429,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Multifunkčné ihrisko ZŠ Ul. P. Dobšinského v Prievidzi,Mesto Prievidza,výzva,Práce,REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD,SAMOSPRÁVA,45000000-7,"",Nie,Nie,v dňoch (od zadania zákazky),2.33333333333333,Najnižšia cena,Nie,"","",,2/23/2017 12:00:00 AM,"",Nie,2/22/2017 12:00:00 AM,Jedna hodnota,97899,výzva na predkladanie ponúk (stavebné práce),SK022,"",14,,72477.4,"","","",0.740328297531129,no,REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD
Verejný vodovod Málaš - ARMA,Obec Málaš,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45231300-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Najnižšia cena,Nie,"","",,2/21/2017 12:00:00 AM,"",Nie,2/17/2017 12:00:00 AM,Jedna hodnota,272453.06,výzva na predkladanie ponúk (stavebné práce),SK023,"",1,,268638.82,"","","",0.986000377459515,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
"Rekonštrukcia strechy objektu, Námestie Majstra Pavla č. 54, Levoča",Mesto Levoča,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45261000-4,"",Nie,Nie,v dňoch (od zadania zákazky),2,Najnižšia cena,Nie,"","",,2/20/2017 12:00:00 AM,"",Nie,2/17/2017 12:00:00 AM,Jedna hodnota,135226.97,výzva na predkladanie ponúk (stavebné práce),SK041,"",8,0,135226.97,"","","",1,yes,REGIONÁLNY ALEBO MIESTNY ORGÁN
"Vypracovanie štúdie realizovateľnosti a projektu osadenia a ďalšej prevádzky zariadení na meranie profilu vetra a teploty na letiskách Bratislava/M.R. Štefánik, Košice a Poprad – Tatry",Slovenský hydrometeorologický ústav,výzva,Služby,ŠTÁTNA AGENTÚRA/ÚRAD,ŽIVOTNÉ PROSTREDIE,79314000-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),36,Najnižšia cena,Nie,"","",,2/28/2017 12:00:00 AM,"",Nie,2/27/2017 12:00:00 AM,Jedna hodnota,114500,výzva na predkladanie ponúk (služby),SK010,"",1,0,104400,"","","",0.9117903930131,no,ŠTÁTNA AGENTÚRA/ÚRAD
"Spracovanie územnoplánovacej dokumentácie Územného plánu zóny Pošeň – sever a Pošeň – juh, mestská časť Bratislava - Ružinov 2017",Mestská časť Bratislava - Ružinov,výzva,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,71410000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Nie,"","",,2/27/2017 12:00:00 AM,"",Nie,2/24/2017 12:00:00 AM,Jedna hodnota,39980,výzva na predkladanie ponúk (služby),SK01,"",1,1,35000,"","","",0.87543771885943,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Výstavba a rekonštrukcia miestnych komunikácií v Meste Trenčín,Mesto Trenčín,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,PLNENIE ÚLOH OBCE AKO ORGÁNU SAMOSPRÁVY VRÁTANE PRENESENÉHO VÝKONU ŠTÁTNEJ SPRÁVY,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Áno,"","",,2/28/2017 12:00:00 AM,"",Nie,2/24/2017 12:00:00 AM,Jedna hodnota,4750000,výzva na predkladanie ponúk (stavebné práce),SK022,"",9,,3900000,"","","",0.821052631578947,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
"Rekonštrukcia miestnych komunikácií, chodníkov a parkovísk v meste Veľký Krtíš",Mesto Veľký Krtíš,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45233220-7,"",Nie,Nie,v dňoch (od zadania zákazky),3,Najnižšia cena,Nie,"","",,3/2/2017 12:00:00 AM,"",Nie,3/1/2017 12:00:00 AM,Jedna hodnota,320023.74,výzva na predkladanie ponúk (stavebné práce),SK032,"",9,0,248997.62,"","","",0.778059840185606,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
REKONŠTRUKCIA MIESTNYCH KOMUNIKÁCIÍ,Mesto Gbely,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45233120-6,"",Nie,Nie,v mesiacoch (od zadania zákazky),3,Najnižšia cena,Nie,"","",,3/3/2017 12:00:00 AM,"",Nie,3/2/2017 12:00:00 AM,Jedna hodnota,590851.1,výzva na predkladanie ponúk (stavebné práce),SK021,"",7,0,383346.5,"","","",0.648803903386149,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
"ZLEPŠENIE OBALOVÝCH KONŠTRUKCIÍ OBJEKTU KINO MIER, ŠAFÁRIKOVO NÁMESTIE Č. 7, SPIŠSKÁ NOVÁ VES",Mesto Spišská Nová Ves,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45212150-2,"",Nie,Nie,v dňoch (od zadania zákazky),3.33333333333333,Najnižšia cena,Nie,"","",,3/7/2017 12:00:00 AM,"",Nie,3/3/2017 12:00:00 AM,Jedna hodnota,281860.91,výzva na predkladanie ponúk (stavebné práce),SK042,"",2,,279996.24,"","","",0.993384432059061,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Územný plán mesta Žarnovica,Mesto Žarnovica,výzva,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,71410000-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),24,Najnižšia cena,Nie,"","",,3/8/2017 12:00:00 AM,"",Nie,3/6/2017 12:00:00 AM,Jedna hodnota,45400,výzva na predkladanie ponúk (služby),SK032,"",4,0,37590,"","","",0.827973568281938,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
ZŠ s MŠ K. Mahra – rekonštrukcia sociálnych zariadení v MŠ,Mesto Trnava,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45214100-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),2,Najnižšia cena,Nie,"","",,3/8/2017 12:00:00 AM,"",Nie,3/6/2017 12:00:00 AM,Jedna hodnota,110382.67,výzva na predkladanie ponúk (stavebné práce),SK021,"",3,,94088,"","","",0.852380178881341,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Modernizácia vnútorných priestorov ZŠ a prístavba stolnotenisovej herne ZŠ v Jaslovských Bohuniciach,Obec Jaslovské Bohunice,výzva,Práce,REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD,SAMOSPRÁVA,45214210-5,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Najnižšia cena,Áno,"","",,3/13/2017 12:00:00 AM,"",Nie,3/10/2017 12:00:00 AM,Jedna hodnota,950009,výzva na predkladanie ponúk (stavebné práce),SK,"",10,0,715000,"","","",0.752624448821011,no,REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD
Zateplenie a výmena okien zdravotníckeho zariadenia Buzica,Obec Buzica,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),3,Iné,Nie,"","",,3/10/2017 12:00:00 AM,"",Nie,3/9/2017 12:00:00 AM,Jedna hodnota,166287.13,výzva na predkladanie ponúk (stavebné práce),SK,"",2,2,163536.78,"","","",0.983460235317069,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
"ZBER,  ODVOZ  A  ZNEŠKODNENIE  KOMUNÁLNEHO    ODPADU                                            NA ÚZEMÍ  OBCE   NOVÁ  VES  NAD ŽITAVOU",Obec Nová Ves nad Žitavou,výzva,Služby,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,90500000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),24,Najnižšia cena,Nie,"","",,3/14/2017 12:00:00 AM,"",Nie,3/12/2017 12:00:00 AM,Jedna hodnota,28195.96,výzva na predkladanie ponúk (služby),SK023,"",2,,30163.12,"","","",1.06976744186047,yes,REGIONÁLNY ALEBO MIESTNY ORGÁN
"Obstaranie traktora s príslušenstvom pre OBECNÚ PREVÁDZKU LYSÁ, s.r.o..","OBECNÁ PREVÁDZKA LYSÁ, s. r. o.",výzva,Tovary,SPOLOČNOSŤ S RUČENÍM OBMEDZENÝM,VÝROBA PEKÁRENSKÝCH VÝROBKOV,16700000-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),3,Najnižšia cena,Áno,"","",,3/13/2017 12:00:00 AM,"",Nie,3/9/2017 12:00:00 AM,Jedna hodnota,58360,výzva na predkladanie ponúk (tovary),SK022,"",2,0,56600,"","","",0.969842357779301,no,SPOLOČNOSŤ S RUČENÍM OBMEDZENÝM
Rekonštrukcia Domu smútku Šváby,Mesto Prešov,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45215200-9,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Najnižšia cena,Nie,"","",,3/22/2017 12:00:00 AM,"",Nie,3/21/2017 12:00:00 AM,Jedna hodnota,653956,výzva na predkladanie ponúk (stavebné práce),SK041,"",6,6,497701.1,"","","",0.76106205922111,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Dodávka a inštalácia komponentov na rozšírenie centrálneho zálohovacieho systému Eternus CS on-line backup,"Sociálna poisťovňa, ústredie",výzva,Tovary,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,SOCIÁLNE POISTENIE,30233000-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),24,Najnižšia cena,Áno,"","",,3/23/2017 12:00:00 AM,"",Nie,3/21/2017 12:00:00 AM,Jedna hodnota,70000,výzva na predkladanie ponúk (tovary),SK01,"",3,,58250,"","","",0.832142857142857,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Revitalizácia areálu Študentského domova Horský park v Bratislave – oprava schodísk,Ekonomická univerzita v Bratislave,výzva,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Najnižšia cena,Nie,"","",,3/23/2017 12:00:00 AM,"",Nie,3/22/2017 12:00:00 AM,Jedna hodnota,22883.34,výzva na predkladanie ponúk (stavebné práce),SK010,"",2,0,19672.41,"","","",0.859682633741403,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Výmena okien Spoločenské krídlo 1. NP,"Psychiatrická nemocnica Michalovce, n.o.",výzva,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ZDRAVOTNÍCTVO,45215000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),2,Najnižšia cena,Áno,"","",,3/23/2017 12:00:00 AM,"",Nie,3/22/2017 12:00:00 AM,Jedna hodnota,16000,výzva na predkladanie ponúk (stavebné práce),SK042,"",7,0,8425,"","","",0.5265625,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Zateplenie objektu obecného úradu Nedožery - Brezany,Obec Nedožery - Brezany,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Iné,Nie,"","",,3/24/2017 12:00:00 AM,"",Nie,3/22/2017 12:00:00 AM,Jedna hodnota,186984.23,výzva na predkladanie ponúk (stavebné práce),SK,"",2,0,184996.32,"","","",0.989368568675551,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Zateplenie Materskej školy a výmena vykurovacieho systému,Obec Mužla,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45214100-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),6,Iné,Nie,"","",,3/28/2017 12:00:00 AM,"",Áno,3/26/2017 12:00:00 AM,Jedna hodnota,320112.15,výzva na predkladanie ponúk (stavebné práce),SK023,"",2,,316250,"","","",0.987935009652086,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Rekonštrukcia miestnej komunikácie na ulici Hurbanova Horné Kočkovce - Púchov,Mesto Púchov,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,PLNENIE ÚLOH OBCE AKO ORGÁNU SAMOSPRÁVY (VRÁTANE PLNENIA ÚLOH PRI PRENESENOM VÝKONE ŠTÁTNEJ SPRÁVY).,45000000-7,"",Nie,Nie,v dňoch (od zadania zákazky),4,Najnižšia cena,Áno,"","",,3/28/2017 12:00:00 AM,"",Nie,3/27/2017 12:00:00 AM,Jedna hodnota,216038.17,výzva na predkladanie ponúk (stavebné práce),SK022,"",5,0,115000,"","","",0.532313340739741,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Stavebné úpravy a prístavba rodinného domu so zmenou funkcie na materskú školu,"Lobelka, s.r.o.",výzva,Práce,OSOBA PODĽA §8 ZOVO,MATERSKÁ ŠKOLA,45214100-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),6,Najnižšia cena,Nie,"","",,4/3/2017 12:00:00 AM,"",Áno,3/31/2017 12:00:00 AM,Jedna hodnota,177810.54,výzva na predkladanie ponúk (stavebné práce),SK031,"",2,0,187047.98,"","","",1.05195102607528,yes,paragraf §8
Svietidla – LED – III. etapa,"Verejnoprospešné služby Snina, s.r.o.",výzva,Tovary,S.R.O.,VŠEOBECNÉ VEREJNÉ SLUŽBY,31519000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Najnižšia cena,Áno,"","",,4/4/2017 12:00:00 AM,"",Nie,4/3/2017 12:00:00 AM,Jedna hodnota,67240,výzva na predkladanie ponúk (tovary),SK04,"",1,0,62765.49,"","","",0.933454640095181,no,S.R.O.
Vybudovanie pracoviska CT v nemocnici Bojnice,Trenčiansky samosprávny kraj,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Iné,Nie,"","",,4/3/2017 12:00:00 AM,"",Nie,3/30/2017 12:00:00 AM,Jedna hodnota,302019.18,výzva na predkladanie ponúk (stavebné práce),SK022,"",1,,301349.23,"","","",0.997781763396616,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Zateplenie domu služieb a rekonštrukcia strechy,Mesto Krupina,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45211360-0,"",Nie,Nie,v mesiacoch (od zadania zákazky),7,Najnižšia cena,Nie,"","",,4/3/2017 12:00:00 AM,"",Nie,3/30/2017 12:00:00 AM,Jedna hodnota,276665.52,výzva na predkladanie ponúk (stavebné práce),SK032,"",4,0,217940.77,"","","",0.787740987745781,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Stavebné úpravy lôžkových oddelení 0.B a 0.C III. Internej kliniky,Univerzitná nemocnica Bratislava,výzva,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ZDRAVOTNÍCTVO,45215130-7,"",Nie,Nie,v dňoch (od zadania zákazky),2,Najnižšia cena,Nie,"","",,3/31/2017 12:00:00 AM,"",Nie,3/30/2017 12:00:00 AM,Jedna hodnota,151200,výzva na predkladanie ponúk (stavebné práce),SK010,"",6,6,120110.18,"","","",0.794379497354497,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
"Stavebné úpravy, prístavba a nadstavba hasičskej zbrojnice",Obec Hybe,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45216121-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),9,Najnižšia cena,Nie,"","",,4/3/2017 12:00:00 AM,"",Nie,3/30/2017 12:00:00 AM,Jedna hodnota,201926.27,výzva na predkladanie ponúk (stavebné práce),SK031,"",2,0,198000,"","","",0.980555922713771,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Rekonštrukcia kuchyne,"Gymnázium Z. Kodálya s vyučovacím jazykom maďarským - Kodály Zoltán Gimnázium, Štvrť SNP 1004/34, Galanta - Galánta",výzva,Práce,GYMNÁZIUM,VZDELÁVANIE,45212500-1,"",Nie,Nie,v mesiacoch (od zadania zákazky),2,Najnižšia cena,Nie,"","",,4/4/2017 12:00:00 AM,"",Nie,4/3/2017 12:00:00 AM,Jedna hodnota,283112.27,výzva na predkladanie ponúk (stavebné práce),SK021,"",3,,201600,"","","",0.712084997234489,no,GYMNÁZIUM
Poskytovanie lekárnickej služby,Nemocnica pre obvinených a odsúdených a Ústav na výkon trestu odňatia slobody,výzva,Služby,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VEREJNÝ PORIADOK A BEZPEČNOSŤ,85149000-5,"",Nie,Nie,v dňoch (od zadania zákazky),12.1666666666667,Iné,Áno,"","",,4/7/2017 12:00:00 AM,"",Nie,4/6/2017 12:00:00 AM,Jedna hodnota,102000,výzva na predkladanie ponúk (služby),SK022,"",3,0,102000,"","","",1,yes,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Rekonštrukcia strechy a zateplenie materskej školy a obecného bytu,Obec Hontianske Trsťany,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Iné,Nie,"","",,4/7/2017 12:00:00 AM,"",Nie,4/5/2017 12:00:00 AM,Jedna hodnota,166651.42,výzva na predkladanie ponúk (stavebné práce),SK,"",2,2,164500,"","","",0.987090299020554,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Rekonštrukcia výťahov II. etapa,Detská fakultná nemocnica s poliklinikou Bratislava,výzva,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,ZDRAVOTNÍCTVO,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),8,Najnižšia cena,Nie,"","",,4/7/2017 12:00:00 AM,"",Nie,4/6/2017 12:00:00 AM,Jedna hodnota,855856,výzva na predkladanie ponúk (stavebné práce),SK01,"",2,2,796900,"","","",0.931114580022808,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
MŠ Čajkovského 28 – zateplenie strechy,Mesto Trnava,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45214100-1,"",Nie,Nie,v dňoch (od zadania zákazky),0.666666666666667,Iné,Nie,"","",,4/6/2017 12:00:00 AM,"",Nie,4/4/2017 12:00:00 AM,Jedna hodnota,78977.34,výzva na predkladanie ponúk (stavebné práce),SK021,"",6,,61300,"","","",0.77617200072831,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
"Rekonštrukcia a modernizácia bezdrôtového rozhlasu mestských častí Bánová, Považský Chlmec, Vranie, Brodno",Mesto Žilina,výzva,Tovary,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,48950000-2,"",Nie,Nie,v dňoch (od zadania zákazky),4,Najnižšia cena,Nie,"","",,4/10/2017 12:00:00 AM,"",Nie,4/7/2017 12:00:00 AM,Jedna hodnota,138000,výzva na predkladanie ponúk (tovary),SK031,"",2,0,122692.5,"","","",0.889076086956522,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
